date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2019-12-17,8.8,4.3,12.1,0,0,165,11.9,33.5,1006.2,31
2019-12-18,8.4,2.2,12.3,0,0,228,12.2,45.7,1015.6,104
2019-12-19,5,1,8.1,0,0,113,11.2,27.7,1016.4,114
2019-12-20,7.2,2.8,10.5,2.8,0,134,10.4,29.5,997,365
2019-12-21,7.2,2.6,9.7,0,0,200,10.1,22.7,993.3,232
2019-12-22,3.2,0.7,5.5,0.2,0,122,10.1,25.2,990.1,0
2019-12-23,6.6,5.2,8.2,1.5,0,244,13.3,31.3,1001.5,7
2019-12-24,6,4.3,8.2,2.8,0,214,13,29.5,1009.5,78
2019-12-25,5.2,2,6.2,0.5,0,295,10.4,24.8,1014,0
2019-12-26,4.6,2.5,6.2,0.8,0,275,11.5,25.9,1022.7,24
2019-12-27,2.8,0.7,4,0,0,330,8.3,23.4,1029.7,97
2019-12-28,0.8,-2.9,2.3,0,0,324,7.6,18.4,1041.8,0
2019-12-29,-0.4,-4.3,2.2,0,0,199,9.4,25.9,1039.1,262
2019-12-30,4.7,1.7,8.6,0,0,201,11.5,27.7,1028.2,16
2019-12-31,5.7,2.6,7.5,0,0,279,17.3,43.9,1027.8,22
